40.699,80.32839999999999,92.52789999999999,30.4266,38.6145,31.1144
34.9022,79.01910000000001,101.3742,42.4819,48.60079999999999,30.341399999999997
33.9415,74.7168,107.5149,60.4085,58.7653,31.439600000000002
34.2688,71.5303,111.75229999999999,78.2087,68.1279,30.542
36.3151,68.1216,115.54570000000001,89.59819999999999,74.17240000000001,29.147599999999997
35.7712,64.0132,123.80250000000001,96.8446,74.7132,28.4154
33.487,57.985099999999996,131.0204,102.6114,77.13069999999999,27.0114
31.744600000000002,51.532399999999996,137.65820000000002,108.0463,80.85220000000001,26.594900000000003
33.485800000000005,47.1018,145.73219999999998,111.8825,81.69189999999999,24.7896
36.9056,46.1461,153.48969999999997,124.7455,95.67509999999999,25.4812
42.052099999999996,48.9461,158.9176,137.02470000000002,113.7659,31.203500000000005
47.7328,55.595699999999994,162.3461,146.6773,123.75909999999999,38.6986
54.401700000000005,63.88210000000001,162.40570000000002,153.1905,129.475,45.309
64.42670000000001,71.00710000000001,159.7629,157.7434,133.9505,50.5545
71.535,75.909,155.49110000000002,160.0393,135.3521,50.852
75.2455,79.0637,150.2398,160.81289999999998,133.6346,48.1526
77.951,76.4201,144.9366,158.1682,128.8169,45.81739999999999
83.374,68.6485,144.844,148.86020000000002,118.6409,48.6305
89.40270000000001,60.1462,147.76369999999997,139.92770000000002,104.0635,56.8128
94.4133,55.8762,145.4777,142.05970000000002,93.42720000000001,66.8356
102.70029999999998,66.5801,142.0577,148.14659999999998,95.1909,77.13210000000001
116.5981,84.4623,137.06690000000003,156.378,100.1003,94.3208
121.345,90.18970000000002,137.32029999999997,144.42180000000002,96.0932,114.8557
112.4819,72.3115,130.22709999999998,119.4049,83.9143,128.3225
